clean_line1,clean_line2,line3,city,zip_code,label,phone,address,year,major_city,state,chain
D Framingham ( 01701 ) Framingham Plaza WB # 9165 ( Gulf ),508-877-8807 I-90 ( MATP ) MM 116 WB,24 S,Framingham,1701,Framingham Plaza WB # 9165 ( Gulf ),508-877-8807,I-90 ( MATP ) MM 116 WB,2015,Framingham,MA,Gulf
Framingham ( 01701 ) Framingham Plaza WB # 856 ( Gulf ),508-877-8807 I-90 ( MATP ) MM 116 WB,2.4 S,Framingham,1701,Framingham Plaza WB # 856 ( Gulf ),508-877-8807,I-90 ( MATP ) MM 116 WB,2016,Framingham,MA,Gulf
"Natick , 01760 Natick Plaza EB Exxon",508-653-9457 I-90 ( MATP ) MM 117.6 EB,00 D,Natick,1760,Natick Plaza EB Exxon,508-653-9457,I-90 ( MATP ) MM 117.6 EB,2006,Natick,MA,Exxon
"Natick , 01760 Natick Plaza EB Exxon )",6 508-653-9457 I-90 ( MATP ) MM 117.6 EB,HRS 24 S <U+25A1>,Natick,1760,Natick Plaza EB Exxon ),508-653-9457,I-90 ( MATP ) MM 117.6 EB,2007,Natick,MA,Exxon
"Natick , 01760 Natick Plaza EB Exxon 24 2",6 508-653-9457 I-90 ( MATP ) MM 117.6 EB 1079,1079 24 2 S,Natick,1760,Natick Plaza EB Exxon 24 2,508-653-9457,I-90 ( MATP ) MM 117.6 EB 1079,2008,Natick,MA,Exxon
D Natick ( 01760 ) Natick Plaza EB # 9150 ( Gulf ),508-653-9457 I-90 ( MATP ) MM 117.6 EB,SO,Natick,1760,Natick Plaza EB # 9150 ( Gulf ),508-653-9457,I-90 ( MATP ) MM 117.6 EB,2014,Natick,MA,Gulf
Natick ( 01760 ) Natick Plaza EB # 9150 ( Gulf ),6 508-653-9457 I-90 ( MATP ) MM 117.6 EB,124 24 S <U+2610>,Natick,1760,Natick Plaza EB # 9150 ( Gulf ),508-653-9457,I-90 ( MATP ) MM 117.6 EB,2015,Natick,MA,Gulf
D Natick ( 01760 ) Natick Plaza EB # 859 ( Gulf ),508-653-9457 I-90 ( MATP ) MM 117.6 EB,24 SO 24 <U+2610>,Natick,1760,Natick Plaza EB # 859 ( Gulf ),508-653-9457,I-90 ( MATP ) MM 117.6 EB,2016,Natick,MA,Gulf
"Lowell , 01851 Mahoney Oil",978-453-1581 Lowell Connector Exit 4 ( Plain St NW ),24 HRS S,Lowell,1851,Mahoney Oil,978-453-1581,Lowell Connector Exit 4 ( Plain St NW ),2006,Lowell,MA,
"B Lowell , 01851 Mahoney Oil",978-453-1581 Lowell Connector Exit 4 ( Plain St NW ),) HRS 24,Lowell,1851,Mahoney Oil,978-453-1581,Lowell Connector Exit 4 ( Plain St NW ),2007,Lowell,MA,
"Lowell , 01851 Mahoney Oil",978-453-1581 Lowell Connector Exit 4 ( Plain St NW ),1025 24 38 <U+2610>,Lowell,1851,Mahoney Oil,978-453-1581,Lowell Connector Exit 4 ( Plain St NW ),2008,Lowell,MA,
B Lowell ( 01851 ) Mahoney Oil,6 978-453-1581 Lowell Connector Exit 4 ( Plain St NW ),24 <U+25A1> <U+25A1>,Lowell,1851,Mahoney Oil,978-453-1581,Lowell Connector Exit 4 ( Plain St NW ),2014,Lowell,MA,
B Lowell ( 01851 ) Mahoney Oil,6 978-453-1581 Lowell Connector Exit 4 ( Plain St NW ),24 HRS <U+2610> <U+2610>,Lowell,1851,Mahoney Oil,978-453-1581,Lowell Connector Exit 4 ( Plain St NW ),2015,Lowell,MA,
B Lowell ( 01851 ) Mahoney Oil,6 978-453-1581 Lowell Connector Exit 4 ( Plain St NW ),24 <U+2610> <U+2610> <U+25A1>,Lowell,1851,Mahoney Oil,978-453-1581,Lowell Connector Exit 4 ( Plain St NW ),2016,Lowell,MA,
"Lowell , 01852 USA Petroleum",978-452-8482 I-495 Exit 38 ( Rogers St ),24 HRS <U+2610> 000,Lowell,1852,USA Petroleum,978-452-8482,I-495 Exit 38 ( Rogers St ),2006,Lowell,MA,
"B Lowell , 01852 USA Petroleum",6 978-452-8482 I-495 Exit 38 ( Rogers St ),000 00,Lowell,1852,USA Petroleum,978-452-8482,I-495 Exit 38 ( Rogers St ),2007,Lowell,MA,
"Lowell , 01852 USA Petroleum",6 978-452-8482 I-495 Exit 38 ( Rogers St ) <U+2610><U+2610>,<U+2610><U+2610> <U+25A1> <U+25A1> 0,Lowell,1852,USA Petroleum,978-452-8482,I-495 Exit 38 ( Rogers St ) <U+2610><U+2610>,2008,Lowell,MA,
B Lowell ( 01852 ) USA Petroleum,6 978-452-8482 I-495 Exit 38 ( Rogers St ),<U+2610> D <U+25A1>,Lowell,1852,USA Petroleum,978-452-8482,I-495 Exit 38 ( Rogers St ),2014,Lowell,MA,
Lowell ( 01852 ) USA Petroleum,6 978-452-8482 I-495 Exit 38 ( Rogers St ),<U+2610>,Lowell,1852,USA Petroleum,978-452-8482,I-495 Exit 38 ( Rogers St ),2015,Lowell,MA,
Lowell ( 01852 ) USA Petroleum,978-452-8482 I-495 Exit 38 ( Rogers St ),<U+2610> <U+25A1>,Lowell,1852,USA Petroleum,978-452-8482,I-495 Exit 38 ( Rogers St ),2016,Lowell,MA,
"2 North Billerica , 01862 Sal's Automotive",978-667-6000 299 MA 3 A ( 2 mi E of US 3 Exit 28 ),00 <U+25A1>,North Billerica,1862,Sal's Automotive,978-667-6000,299 MA 3 A ( 2 mi E of US 3 Exit 28 ),2006,North Billerica,MA,
"North Billerica , 01862 Sal's Automotive",978-667-6000 299 MA 3 A ( 2 mi E of US 3 28 ),) 00 0,North Billerica,1862,Sal's Automotive,978-667-6000,299 MA 3 A ( 2 mi E of US 3 28 ),2007,North Billerica,MA,
"North Billerica , 01862 Sal's Automotive",6 978-667-6000 299 MA 3 A ( 2 mi E of US 3 Exit 28 ),<U+2610> 10 00 D,North Billerica,1862,Sal's Automotive,978-667-6000,299 MA 3 A ( 2 mi E of US 3 Exit 28 ),2008,North Billerica,MA,
C North Billerica ( 01862 ) Sal's Automotive,978-667-6000 299 MA 3 A ( 2 mi E of US 3 Exit 28 ),) <U+2610> <U+2610> <U+25A1>,North Billerica,1862,Sal's Automotive,978-667-6000,299 MA 3 A ( 2 mi E of US 3 Exit 28 ),2014,North Billerica,MA,
North Billerica ( 01862 ) Sal's Automotive,6 978-667-6000 299 MA 3 A ( 2 mi E of US 3 Exit 28 ),<U+2610>,North Billerica,1862,Sal's Automotive,978-667-6000,299 MA 3 A ( 2 mi E of US 3 Exit 28 ),2015,North Billerica,MA,
North Billerica ( 01862 ) Sal's Automotive,6 978-667-6000 299 MA 3 A ( 2 mi E of US 3 Exit 28 ),<U+2610> <U+2610>,North Billerica,1862,Sal's Automotive,978-667-6000,299 MA 3 A ( 2 mi E of US 3 Exit 28 ),2016,North Billerica,MA,
"Wilmington , 01887 Jimmy's Garage",6 978-657-8092 I-95 Exit 35 ( 1.5 mi N on MA 38 ),- <U+2610> <U+25A1> <U+25A1>,Wilmington,1887,Jimmy's Garage,978-657-8092,I-95 Exit 35 ( 1.5 mi N on MA 38 ),2006,Wilmington,MA,
"Wilmington , 01887 Jimmy's Gasoline Station",978-657-8092 I-95 Exit 35 ( 1.5 mi N on MA 38 ),<U+2610> <U+2610>,Wilmington,1887,Jimmy's Gasoline Station,978-657-8092,I-95 Exit 35 ( 1.5 mi N on MA 38 ),2007,Wilmington,MA,
"Wilmington , 01887 Jimmy's Gasoline Station )",6 978-657-8092 I-95 Exit 35 ( 1.5 mi N on MA 38 ),<U+2610> 00,Wilmington,1887,Jimmy's Gasoline Station ),978-657-8092,I-95 Exit 35 ( 1.5 mi N on MA 38 ),2008,Wilmington,MA,
Wilmington ( 01887 ) Jimmy's Gasoline Station,978-657-8092 945 MA 38 ( 1 mi S of MA 129 ),<U+2610> <U+2610> D D,Wilmington,1887,Jimmy's Gasoline Station,978-657-8092,945 MA 38 ( 1 mi S of MA 129 ),2014,Wilmington,MA,
Wilmington ( 01887 ) Jimmy's Gasoline Station,6 978-657-8092 945 MA 38 ( 1 mi S of MA 129 ),<U+2610>,Wilmington,1887,Jimmy's Gasoline Station,978-657-8092,945 MA 38 ( 1 mi S of MA 129 ),2015,Wilmington,MA,
Wilmington ( 01887 ) Jimmy's,978-657-8092 945 MA 38 ( 1 mi S of MA 129 ),<U+25A1>,Wilmington,1887,Jimmy's,978-657-8092,945 MA 38 ( 1 mi S of MA 129 ),2016,Wilmington,MA,
"Salisbury , 01952 On The Run ( Mobil )",978-462-0655 I-95 Exit 60,,Salisbury,1952,On The Run ( Mobil ),978-462-0655,I-95 Exit 60,2006,Salisbury,MA,Mobil
"A Salisbury , 01952 On The Run ( Mobil",978-462-0655 I-95 Exit 60 ),24 HRS 00,Salisbury,1952,On The Run ( Mobil,978-462-0655,I-95 Exit 60 ),2007,Salisbury,MA,Mobil
"A Salisbury , 01952 On The Run ( Mobil ) 225",7 978-462-0655 I-95 Exit 60 24,24 225 <U+2610>,Salisbury,1952,On The Run ( Mobil ) 225,978-462-0655,I-95 Exit 60 24,2008,Salisbury,MA,Mobil
A Salisbury ( 01952 ) On The Run ( Mobil ),7 978-462-0655 I-95 Exit 60,24 D D,Salisbury,1952,On The Run ( Mobil ),978-462-0655,I-95 Exit 60,2014,Salisbury,MA,Mobil
A Salisbury ( 01952 ) On The Run ( Mobil ),7 978-462-0655 I-95 Exit 60,24 D,Salisbury,1952,On The Run ( Mobil ),978-462-0655,I-95 Exit 60,2015,Salisbury,MA,Mobil
978-535-9870 Salisbury ( 01952 ) Fast Freddie's # 2246 / 44 SB ( Mobil ( US ) 1 N ),7 978-462-0655 I-95 Exit 60,24 D D D,Salisbury,1952,Fast Freddie's # 2246 / 44 SB ( Mobil ( US ) 1 N ),978-462-0655,I-95 Exit 60,2016,Salisbury,MA,Mobil
"Peabody , 01960 Best Auto / Truck Stop",978-535-9870 I-95 Exit 44 B ( 1/8 mi N on US 1 N ),"24 HRS L <U+2610> <U+25A1> <U+25A1> """,Peabody,1960,Best Auto / Truck Stop,978-535-9870,I-95 Exit 44 B ( 1/8 mi N on US 1 N ),2006,Peabody,MA,
"Peabody , 01960 Best Auto / Truck Stop 28 )",978-535-9870 I-95 Exit 44 B ( 1/8 mi N on US 1 N ),Su,Peabody,1960,Best Auto / Truck Stop 28 ),978-535-9870,I-95 Exit 44 B ( 1/8 mi N on US 1 N ),2007,Peabody,MA,
"Peabody , 01960 Best Auto / Truck Stop",7 978-535-9870 I-95 Exit 44 B ( 1/8 mi N on US 1 N ),<U+2610> W D,Peabody,1960,Best Auto / Truck Stop,978-535-9870,I-95 Exit 44 B ( 1/8 mi N on US 1 N ),2008,Peabody,MA,
Peabody ( 01960 ) J & H Best Auto / Truck Stop,7 978-535-9870 I-95 Exit 44 B NB / 44 SB ( US 1N ),<U+25A1> D M Su <U+25A1> <U+25A1> D <U+25A1>,Peabody,1960,J & H Best Auto / Truck Stop,978-535-9870,I-95 Exit 44 B NB / 44 SB ( US 1N ),2014,Peabody,MA,
C Peabody ( 01960 ) J & H Best Auto / Truck Stop,978-535-9870 I-95 Exit 44 B NB / 44 SB ( US 1 N ),<U+2610> M <U+2610>,Peabody,1960,J & H Best Auto / Truck Stop,978-535-9870,I-95 Exit 44 B NB / 44 SB ( US 1 N ),2015,Peabody,MA,
Peabody ( 01960 ) J & H Best Auto / Truck Stop,978-535-9870 I-95 Exit 44 B NB / 44 SB ( US 1 N ),24 M <U+25A1>,Peabody,1960,J & H Best Auto / Truck Stop,978-535-9870,I-95 Exit 44 B NB / 44 SB ( US 1 N ),2016,Peabody,MA,
"Foxboro , 02035 Stadium Citgo",LO 6508-698-5263 US 1 N & North St,24 +8 <U+2610> S <U+2610> <U+2610> O <U+25A1>,Foxboro,2035,Stadium Citgo,508-698-5263,US 1 N & North St,2006,Foxboro,MA,Citgo
"Foxboro , 02035 Stadium Citgo E )",508-698-5263 US 1 N & North St,,Foxboro,2035,Stadium Citgo E ),508-698-5263,US 1 N & North St,2007,Foxboro,MA,Citgo
"E Foxboro , 02035 Stadium Citgo",61508-698-5263 US 1 N & North St,<U+2610> <U+25A1>,Foxboro,2035,Stadium Citgo,508-698-5263,US 1 N & North St,2008,Foxboro,MA,Citgo
E Foxboro ( 02035 ) Stadium Gulf,508-698-5263 US 1 N & North St,<U+2610> <U+2610> D,Foxboro,2035,Stadium Gulf,508-698-5263,US 1 N & North St,2014,Foxboro,MA,Gulf
Foxboro ( 02035 ) Stadium Gulf,6 508-698-5263 US 1 N & North St,<U+2610>,Foxboro,2035,Stadium Gulf,508-698-5263,US 1 N & North St,2015,Foxboro,MA,Gulf
Foxboro ( 02035 ) Stadium Gulf,508-698-5263 US 1 N & North St,"<U+2610> "" D",Foxboro,2035,Stadium Gulf,508-698-5263,US 1 N & North St,2016,Foxboro,MA,Gulf
"Wrentham , 02093 Interstate Travel Plaza ( Mobil )",508-384-9501 I-495 Exit 14 A ( 1/2 mi N on US 1 ),L,Wrentham,2093,Interstate Travel Plaza ( Mobil ),508-384-9501,I-495 Exit 14 A ( 1/2 mi N on US 1 ),2006,Wrentham,MA,Mobil
"Wrentham , 02093 Interstate Travel Plaza ( Mobil )",508-384-9501 I-495 Exit 14 A ( 1/2 mi N on US 1 ),-,Wrentham,2093,Interstate Travel Plaza ( Mobil ),508-384-9501,I-495 Exit 14 A ( 1/2 mi N on US 1 ),2007,Wrentham,MA,Mobil
"Wrentham , 02093 Interstate Travel Plaza",61508-384-9501 I-495 Exit 14 A ( 1/2 mi N on US 1 ),S,Wrentham,2093,Interstate Travel Plaza,508-384-9501,I-495 Exit 14 A ( 1/2 mi N on US 1 ),2008,Wrentham,MA,
E Wrentham ( 02093 ) Interstate Travel Plaza ( Mobil ),6 508-384-9501 I-495 Exit 14 A ( 1/2 mi N on US 1 ),<U+2610>,Wrentham,2093,Interstate Travel Plaza ( Mobil ),508-384-9501,I-495 Exit 14 A ( 1/2 mi N on US 1 ),2014,Wrentham,MA,Mobil
Wrentham ( 02093 ) Interstate Travel Plaza ( Shell ),508-384-9501 I-495 Exit 14 A ( 1/2 mi N on US 1 ),<U+2610> A,Wrentham,2093,Interstate Travel Plaza ( Shell ),508-384-9501,I-495 Exit 14 A ( 1/2 mi N on US 1 ),2015,Wrentham,MA,Shell
Wrentham ( 02093 ) Interstate Travel Plaza ( Shell ),508-384-9501 I-495 Exit 14 A ( 1/2 mi N on US 1 ),{ D,Wrentham,2093,Interstate Travel Plaza ( Shell ),508-384-9501,I-495 Exit 14 A ( 1/2 mi N on US 1 ),2016,Wrentham,MA,Shell
"Chelsea , 02150 Dennis K Burke Truck Stop ( Irving )",617-889-6711 410 Beecham St,HRS HRS 24 XL 42,Chelsea,2150,Dennis K Burke Truck Stop ( Irving ),617-889-6711,410 Beecham St,2006,Chelsea,MA,Irving
"Chelsea , 02150 Dennis K Burke Truck",617-889-6711 410 Beecham St Stop ( Irving ),24 HRS,Chelsea,2150,Dennis K Burke Truck,617-889-6711,410 Beecham St Stop ( Irving ),2007,Chelsea,MA,
"Chelsea , 02150 Dennis K Burke Truck Stop (",617-889-6711 410 Beecham St Irving ),24 [ ],Chelsea,2150,Dennis K Burke Truck Stop (,617-889-6711,410 Beecham St Irving ),2008,Chelsea,MA,
Chelsea ( 02150 ) Dennis K Burke ( Irving ),617-889-6711 410 Beacham St,24 m <U+2610> <U+25A1> D,Chelsea,2150,Dennis K Burke ( Irving ),617-889-6711,410 Beacham St,2014,Chelsea,MA,Irving
Chelsea ( 02150 ) Dennis K Burke ( Irving ),617-889-6711 410 Beacham St,24 1610 <U+2610>,Chelsea,2150,Dennis K Burke ( Irving ),617-889-6711,410 Beacham St,2015,Chelsea,MA,Irving
Chelsea ( 02150 ) Dennis K Burke ( Irving ),617-889-6711 410 Beacham St,24 <U+2610> <U+25A1> O,Chelsea,2150,Dennis K Burke ( Irving ),617-889-6711,410 Beacham St,2016,Chelsea,MA,Irving
"Medford , 02155 Mr C's Truck Stop ( Exxon / Mobil )",781-391-4715 I-93 Exit 29 NB / 30 SB ( 403 Mystic Ave ),) HRS 24 S 0,Medford,2155,Mr C's Truck Stop ( Exxon / Mobil ),781-391-4715,I-93 Exit 29 NB / 30 SB ( 403 Mystic Ave ),2006,Medford,MA,Exxon
"C Medford , 02155 Mr C's Truck Stop",6 781-391-4715 I-93 Exit 29 NB / 30 SB ( 403,) <U+2610> 000,Medford,2155,Mr C's Truck Stop,781-391-4715,I-93 Exit 29 NB / 30 SB ( 403,2007,Medford,MA,
"Medford , 02155 Mr C's Truck Stop <U+2610>",781-391-4715 I-93 Exit 29 NB / 30 SB ( 403 Mystic Ave ),<U+2610> <U+25A1> 00,Medford,2155,Mr C's Truck Stop <U+2610>,781-391-4715,I-93 Exit 29 NB / 30 SB ( 403 Mystic Ave ),2008,Medford,MA,
C Medford ( 02155 ) Mr C's Truck Stop,6 781-391-4715 I-93 Exit 29 NB / 30 SB ( 403 Mystic Ave ),) <U+25A1> <U+2610> <U+25A1>,Medford,2155,Mr C's Truck Stop,781-391-4715,I-93 Exit 29 NB / 30 SB ( 403 Mystic Ave ),2014,Medford,MA,
C Medford ( 02155 ) Mr C's Truck Stop,781-391-4715 I-93 Exit 29 NB / 30 SB ( 403 Mystic Ave ),<U+2610> <U+2610><U+2610>,Medford,2155,Mr C's Truck Stop,781-391-4715,I-93 Exit 29 NB / 30 SB ( 403 Mystic Ave ),2015,Medford,MA,
Medford ( 02155 ) Mr C's Truck Stop,6 781-391-4715 I-93 Exit 29 NB / 30 SB ( 403 Mystic Ave ),) <U+2610> <U+2610> <U+2610> <U+2610> <U+2610>,Medford,2155,Mr C's Truck Stop,781-391-4715,I-93 Exit 29 NB / 30 SB ( 403 Mystic Ave ),2016,Medford,MA,
"Bridgewater , 02324 Mobil Mart South Bound",508-697-4646 MA 24 SB ( N of I-495 Exit 7 ),FRS <U+2610> 000,Bridgewater,2324,Mobil Mart South Bound,508-697-4646,MA 24 SB ( N of I-495 Exit 7 ),2006,Bridgewater,MA,Mobil
"E Bridgewater , 02324 Mobil Mart South Bound",508-697-4646 MA 24 SB ( N of I-495 Exit 7 ),24 HRS,Bridgewater,2324,Mobil Mart South Bound,508-697-4646,MA 24 SB ( N of I-495 Exit 7 ),2007,Bridgewater,MA,Mobil
"Bridgewater , 02324 Mobil Mart South Bound",7 508-697-4646 MA 24 SB ( N of I-495 Exit 7 ),HRS 24 <U+25A1> <U+2610> <U+2610>,Bridgewater,2324,Mobil Mart South Bound,508-697-4646,MA 24 SB ( N of I-495 Exit 7 ),2008,Bridgewater,MA,Mobil
E Bridgewater ( 02324 ) Mobil Mart South Bound,508-697-4646 MA 24 SB ( N of I-495 Exit 7 ),,Bridgewater,2324,Mobil Mart South Bound,508-697-4646,MA 24 SB ( N of I-495 Exit 7 ),2014,Bridgewater,MA,Mobil
Bridgewater ( 02324 ) Mobil Mart South Bound,508-697-4646 MA 24 SB ( N of I-495 Exit 7 ),24 HRS,Bridgewater,2324,Mobil Mart South Bound,508-697-4646,MA 24 SB ( N of I-495 Exit 7 ),2015,Bridgewater,MA,Mobil
E Bridgewater ( 02324 ) Mobil Mart SB # 2709,508-697-4646 MA 24 SB ( N of I-495 Exit 7 ),24 <U+2610> 24,Bridgewater,2324,Mobil Mart SB # 2709,508-697-4646,MA 24 SB ( N of I-495 Exit 7 ),2016,Bridgewater,MA,Mobil
"Bridgewater , 02324 Mobil Mart North Bound",508-697-7100 MA 24 NB ( N of I-495 Exit 7 ),HRS 24 FRS <U+2610>,Bridgewater,2324,Mobil Mart North Bound,508-697-7100,MA 24 NB ( N of I-495 Exit 7 ),2006,Bridgewater,MA,Mobil
"E Bridgewater , 02324 Mobil Mart North Bound",508-697-7100 MA 24 NB ( N of I-495 Exit 7 ),24 HRS 481 S <U+2610>,Bridgewater,2324,Mobil Mart North Bound,508-697-7100,MA 24 NB ( N of I-495 Exit 7 ),2007,Bridgewater,MA,Mobil
"Bridgewater , 02324 Mobil Mart North Bound",508-697-7100 MA 24 NB ( N of I-495 Exit 7 ),24 SO <U+2610>,Bridgewater,2324,Mobil Mart North Bound,508-697-7100,MA 24 NB ( N of I-495 Exit 7 ),2008,Bridgewater,MA,Mobil
Bridgewater ( 02324 ) Mobil Mart North Bound,508-697-7100 MA 24 NB ( N of I-495 Exit 7 ),24 <U+25A1> SO <U+2610> <U+2610>,Bridgewater,2324,Mobil Mart North Bound,508-697-7100,MA 24 NB ( N of I-495 Exit 7 ),2014,Bridgewater,MA,Mobil
Bridgewater ( 02324 ) Mobil Mart North Bound,508-697-7100 MA 24 NB ( N of I-495 Exit 7 ),24 TO S <U+2610>,Bridgewater,2324,Mobil Mart North Bound,508-697-7100,MA 24 NB ( N of I-495 Exit 7 ),2015,Bridgewater,MA,Mobil
Bridgewater ( 02324 ) Mobil Mart North Bound,508-697-7100 MA 24 NB ( N of I-495 Exit 7 ),24 S <U+2610> <U+2610>,Bridgewater,2324,Mobil Mart North Bound,508-697-7100,MA 24 NB ( N of I-495 Exit 7 ),2016,Bridgewater,MA,Mobil
"South Easton , 02375 Dean Fuel Center ( Citgo )",508-238-0884 MA 24 Exit 17 B ( 1 mi W to 666 MA 138 S ),) 24 <U+2610> <U+2610>,South Easton,2375,Dean Fuel Center ( Citgo ),508-238-0884,MA 24 Exit 17 B ( 1 mi W to 666 MA 138 S ),2006,South Easton,MA,Citgo
"E South Easton , 02375 Dean Fuel Center ( Citgo )",508-238-0884 MA 24 Exit 17 B ( 1 mi W to 666 MA S ),S ) 00 D,South Easton,2375,Dean Fuel Center ( Citgo ),508-238-0884,MA 24 Exit 17 B ( 1 mi W to 666 MA S ),2007,South Easton,MA,Citgo
"E South Easton , 02375 Dean Fuel Center ( Citgo ) <U+2610>",71508-238-0884 MA 24 Exit 17 B ( 1 mi W to 666 MA 138 S,S <U+2610> D <U+25A1>,South Easton,2375,Dean Fuel Center ( Citgo ) <U+2610>,508-238-0884,MA 24 Exit 17 B ( 1 mi W to 666 MA 138 S,2008,South Easton,MA,Citgo
E South Easton ( 02375 ) Dean Fuel Center ( Citgo ),7 508-238-0884 MA 24 Exit 17 B ( 1 mi W to 666 MA 138 S,S ) <U+2610> <U+25A1> <U+25A1> <U+25A1>,South Easton,2375,Dean Fuel Center ( Citgo ),508-238-0884,MA 24 Exit 17 B ( 1 mi W to 666 MA 138 S,2014,South Easton,MA,Citgo
South Easton ( 02375 ) Dean Fuel Center ( Citgo ),508-238-0884 MA 24 Exit 17 B ( 1 mi W to 666 MA 138 S ),) <U+2610> <U+2610> <U+2610> <U+2610>,South Easton,2375,Dean Fuel Center ( Citgo ),508-238-0884,MA 24 Exit 17 B ( 1 mi W to 666 MA 138 S ),2015,South Easton,MA,Citgo
South Easton ( 02375 ) Dean Fuel Center ( Citgo ),508-238-0884 MA 24 Exit 17 B ( 1 mi W to 666 MA 138 S,S ) <U+2610> <U+2610> <U+2610> <U+2610> <U+25A1>,South Easton,2375,Dean Fuel Center ( Citgo ),508-238-0884,MA 24 Exit 17 B ( 1 mi W to 666 MA 138 S,2016,South Easton,MA,Citgo
"W Greenwich , 02817 RI's Only 24 Hr A / T Plaza )",401-397-4580 I-95 Exit 5 B ( RI 102 ),24 XL,Greenwich,2817,RI's Only 24 Hr A / T Plaza ),401-397-4580,I-95 Exit 5 B ( RI 102 ),2006,West Greenwich,RI,
"West Greenwich , 02817 RI's Only 24 Hr A / T Plaza",401-397-4580 I-95 Exit 5 B ( RI 102 ),RS XL,West Greenwich,2817,RI's Only 24 Hr A / T Plaza,401-397-4580,I-95 Exit 5 B ( RI 102 ),2007,West Greenwich,RI,
"West Greenwich , 02817 RI's Only 24 Hr A / T Plaza",8 401-397-4580 I-95 Exit 5 B ( RI 102 ),HRS 24 XL <U+2610><U+2610><U+2610><U+2610><U+2610>,West Greenwich,2817,RI's Only 24 Hr A / T Plaza,401-397-4580,I-95 Exit 5 B ( RI 102 ),2008,West Greenwich,RI,
West Greenwich ( 02817 ) TA West Greenwich # 253 ( Shell ) ),8 401-397-4580 I-95 Exit 5 B ( RI 102 ),XL,West Greenwich,2817,TA West Greenwich # 253 ( Shell ) ),401-397-4580,I-95 Exit 5 B ( RI 102 ),2014,West Greenwich,RI,Shell
West Greenwich ( 02817 ) TA West Greenwich # 253 ( Shell ),8 401-397-4580 I-95 Exit 5 B ( RI 102 ) TA,TA 24 <U+25A1> XL,West Greenwich,2817,TA West Greenwich # 253 ( Shell ),401-397-4580,I-95 Exit 5 B ( RI 102 ) TA,2015,West Greenwich,RI,Shell
West Greenwich ( 02817 ) TA West Greenwich # 253 ( 1 Shell - A N ) ) ),8 401-397-4580 I-95 Exit 5 B ( RI 102 ),24 28 <U+25A1> XL,West Greenwich,2817,TA West Greenwich # 253 ( 1 Shell - A N ) ) ),401-397-4580,I-95 Exit 5 B ( RI 102 ),2016,West Greenwich,RI,Shell
"Epping , 03042 Epping Shell",603-679-9814 NH 125 & NH 27,<U+2610>,Epping,3042,Epping Shell,603-679-9814,NH 125 & NH 27,2006,Epping,NH,Shell
", 03042 Epping Shell",HEpping 3603-679-9814 NH 125 & NH 27,<U+25A1> <U+25A1>,,3042,Epping Shell,603-679-9814,NH 125 & NH 27,2007,Epping,NH,Shell
", 03042 Shell",3 Epping 603-679-9814 Epping NH 125 & NH 27,<U+2610><U+2610> <U+2610><U+2610>,,3042,Shell,603-679-9814,Epping NH 125 & NH 27,2008,Epping,NH,Shell
Epping ( 03042 ) Epping Shell,3 603-679-9814 NH 125 & NH 27,<U+2610> <U+25A1>,Epping,3042,Epping Shell,603-679-9814,NH 125 & NH 27,2014,Epping,NH,Shell
Epping ( 03042 ) Epping Shell,603-679-9814 NH 125 & NH 27,<U+2610>,Epping,3042,Epping Shell,603-679-9814,NH 125 & NH 27,2015,Epping,NH,Shell
Epping ( 03042 ) Epping Shell,603-679-9814 NH 125 & NH 27,<U+2610> <U+2610>,Epping,3042,Epping Shell,603-679-9814,NH 125 & NH 27,2016,Epping,NH,Shell
"Londonderry , 03053 RMZ Truckstop ( Sunoco N )",3 603-437-9929 I-93 Exit 5 ( NH ),HRS 24 425 <U+2610>,Londonderry,3053,RMZ Truckstop ( Sunoco N ),603-437-9929,I-93 Exit 5 ( NH ),2006,Londonderry,NH,Sunoco
"Londonderry , 03053 RMZ Truckstop ( Sunoco )",603-437-9929 I-93 Exit 5 ( NH 28 ),M 0,Londonderry,3053,RMZ Truckstop ( Sunoco ),603-437-9929,I-93 Exit 5 ( NH 28 ),2007,Londonderry,NH,Sunoco
"Londonderry , 03053 RMZ Truckstop ( Sunoco )",31603-437-9929 I-93 Exit 5 ( NH 28 ),24 M <U+2610><U+2610>,Londonderry,3053,RMZ Truckstop ( Sunoco ),603-437-9929,I-93 Exit 5 ( NH 28 ),2008,Londonderry,NH,Sunoco
H Londonderry ( 03053 ) RMZ Truckstop ( Sunoco ),3 603-437-9929 I-93 Exit 5 ( NH 28 ),24 O <U+2610> <U+2610>,Londonderry,3053,RMZ Truckstop ( Sunoco ),603-437-9929,I-93 Exit 5 ( NH 28 ),2014,Londonderry,NH,Sunoco
H Londonderry ( 03053 ) RMZ Truckstop ( Sunoco ),3 603-437-9929 I-93 Exit 5 ( NH 28 ),24 <U+2610> LO 24 <U+25A1> <U+25A1>,Londonderry,3053,RMZ Truckstop ( Sunoco ),603-437-9929,I-93 Exit 5 ( NH 28 ),2015,Londonderry,NH,Sunoco
H Londonderry ( 03053 ) RMZ Truckstop ( Sunoco ),3 603-437-9929 I-93 Exit 5 ( NH 28 ),24 MO 24,Londonderry,3053,RMZ Truckstop ( Sunoco ),603-437-9929,I-93 Exit 5 ( NH 28 ),2016,Londonderry,NH,Sunoco
