clean_line1,clean_line2,line3,city,zip_code,label,phone,address,year,major_city,state,chain,address_standardized_ON_parenthesis,address_standardized_OFF_parenthesis,Address_Type,Exit_Number,Flagged,Flag_Reason,Is_Unclear_OCR
Sturbridge ( 01566 ) New England Truck Stop,4 508-347-7363 I-90 ( MATP ) X 9 / I-84 X 3A ( 1 mi E US 20 ),20 ) 24 MOO 0,Sturbridge,1566,New England Truck Stop,508-347-7363,I-90 ( MATP ) X 9 / I-84 X 3A ( 1 mi E US 20 ),2014,Sturbridge,MA,,( MATP ) X 9 / I-84 X 3A ( 1 mi E US 20 ),I-90,empty,,False,,False
E Sturbridge ( 01566 ) New England Truck Stop,508-347-7363 I-90 ( MATP ) X 9 / I-84 X 3A ( 1 mi E US 20 ),) 24 HRS M <U+25A1>,Sturbridge,1566,New England Truck Stop,508-347-7363,I-90 ( MATP ) X 9 / I-84 X 3A ( 1 mi E US 20 ),2015,Sturbridge,MA,,( MATP ) X 9 / I-84 X 3A ( 1 mi E US 20 ),I-90,empty,,False,,False
Sturbridge ( 01566 ) New England Truck Stop,508-347-7363 I-90 ( MATP ) X 9 / I-84 X 3A ( 1 mi E US 20 ),20 ) 24 M <U+25A1>,Sturbridge,1566,New England Truck Stop,508-347-7363,I-90 ( MATP ) X 9 / I-84 X 3A ( 1 mi E US 20 ),2016,Sturbridge,MA,,( MATP ) X 9 / I-84 X 3A ( 1 mi E US 20 ),I-90,empty,,False,,False
"E Sturbridge , 01566 Pilot Travel Center # 222",508-347-9104 I-84 Exit 1 ( MA 15 ),XL,Sturbridge,1566,Pilot Travel Center # 222,508-347-9104,I-84 Exit 1 ( MA 15 ),2006,Sturbridge,MA,Pilot,( MA 15 ),I-84 Exit 1 ,Exit,1,False,,False
"Sturbridge , 01566 Pilot Travel Center # 222",508-347-9104 I-84 Exit 1 ( MA 15 ),24 XL <U+2610>,Sturbridge,1566,Pilot Travel Center # 222,508-347-9104,I-84 Exit 1 ( MA 15 ),2007,Sturbridge,MA,Pilot,( MA 15 ),I-84 Exit 1 ,Exit,1,False,,False
01566 Pilot Travel Center # 222,508-347-9104 I-84 Exit 1 ( MA 15 ),D X <U+2610> <U+2610> O <U+2610>,,1566,Pilot Travel Center # 222,508-347-9104,I-84 Exit 1 ( MA 15 ),2008,Sturbridge,MA,Pilot,( MA 15 ),I-84 Exit 1 ,Exit,1,False,,False
E Sturbridge ( 01566 ) Pilot Travel Center # 222,508-347-9104 I-84 Exit 1 ( MA 15 ),Pilot 24 <U+2610> XL,Sturbridge,1566,Pilot Travel Center # 222,508-347-9104,I-84 Exit 1 ( MA 15 ),2014,Sturbridge,MA,Pilot,( MA 15 ),I-84 Exit 1 ,Exit,1,False,,False
E Sturbridge ( 01566 ) Pilot Travel Center # 222,4 508-347-9104 I-84 Exit 1 ( MA 15 ) pilot,"HRS 24 "" XL O",Sturbridge,1566,Pilot Travel Center # 222,508-347-9104,I-84 Exit 1 ( MA 15 ) pilot,2015,Sturbridge,MA,Pilot,( MA 15 ) pilot,I-84 Exit 1 ,Exit,1,False,,False
Sturbridge ( 01566 ) Pilot Travel Center # 222,508-347-9104 I-84 Exit 1 ( MA 15 ),pillot 24 <U+2610> XL 24,Sturbridge,1566,Pilot Travel Center # 222,508-347-9104,I-84 Exit 1 ( MA 15 ),2016,Sturbridge,MA,Pilot,( MA 15 ),I-84 Exit 1 ,Exit,1,False,,False
"Westborough , 01581 Westborough Plaza WB Exxon # 5155",508-366-4941 I-90 ( MATP ) MM 105 WB,HRS <U+2610>,Westborough,1581,Westborough Plaza WB Exxon # 5155,508-366-4941,I-90 ( MATP ) MM 105 WB,2006,Westborough,MA,Exxon,( MATP ) MM 105 WB,I-90,empty,,False,,False
"Westborough , 01581 Westborough Plaza WB Exxon # 5155",508-366-4941 I-90 ( MATP ) MM 105 WB,FIRS 24 M <U+2610>,Westborough,1581,Westborough Plaza WB Exxon # 5155,508-366-4941,I-90 ( MATP ) MM 105 WB,2007,Westborough,MA,Exxon,( MATP ) MM 105 WB,I-90,empty,,False,,False
"Westborough , 01581 Westborough Plaza WB # 5155 E US 20 )",508-366-4941 I-90 ( MATP ) MM 105 WB ( Gulf ),24 Mm m,Westborough,1581,Westborough Plaza WB # 5155 E US 20 ),508-366-4941,I-90 ( MATP ) MM 105 WB ( Gulf ),2008,Westborough,MA,,( MATP ) MM 105 WB ( Gulf ),I-90,empty,,False,,False
Westborough ( 01581 ) Westborough Plaza WB # 9155 ( Gulf ),508-366-4941 I-90 ( MATP ) MM 104.4 WB,24 MO <U+2610>,Westborough,1581,Westborough Plaza WB # 9155 ( Gulf ),508-366-4941,I-90 ( MATP ) MM 104.4 WB,2014,Westborough,MA,Gulf,( MATP ) MM 104.4 WB,I-90,empty,,False,,False
Westborough ( 01581 ) Westborough Plaza WB # 9155 ( Gulf ),508-366-4941 I-90 ( MATP ) MM 104.4 WB,24 M,Westborough,1581,Westborough Plaza WB # 9155 ( Gulf ),508-366-4941,I-90 ( MATP ) MM 104.4 WB,2015,Westborough,MA,Gulf,( MATP ) MM 104.4 WB,I-90,empty,,False,,False
Westborough ( 01581 ) Westborough Plaza WB # 860 ( Gulf ),508-366-4941 I-90 ( MATP ) MM 104.4 WB,24 Ma HAS 24 <U+2610>,Westborough,1581,Westborough Plaza WB # 860 ( Gulf ),508-366-4941,I-90 ( MATP ) MM 104.4 WB,2016,Westborough,MA,Gulf,( MATP ) MM 104.4 WB,I-90,empty,,False,,False
"Framingham , 01701 Plaza WB Exxon # 5165",508-877-8807 I-90 Framingham ( MATP ) MM 116 WB,D,Framingham,1701,Plaza WB Exxon # 5165,508-877-8807,I-90 Framingham ( MATP ) MM 116 WB,2006,Framingham,MA,Exxon,( MATP ) MM 116 WB,I-90 Framingham,empty,,False,,False
"Framingham , 01701 Framingham Plaza WB Exxon # 5165",6 508-877-8807 I-90 ( MATP ) MM 116 WB,24 HRS S <U+2610> <U+2610>,Framingham,1701,Framingham Plaza WB Exxon # 5165,508-877-8807,I-90 ( MATP ) MM 116 WB,2007,Framingham,MA,Exxon,( MATP ) MM 116 WB,I-90,empty,,False,,False
"Framingham , 01701 Framingham Plaza WB Exxon # 5165 24",6 508-877-8807 I-90 ( MATP ) MM 116 WB HRG,HRG 24 SO <U+2610> <U+2610>,Framingham,1701,Framingham Plaza WB Exxon # 5165 24,508-877-8807,I-90 ( MATP ) MM 116 WB HRG,2008,Framingham,MA,Exxon,( MATP ) MM 116 WB HRG,I-90,empty,,False,,False
D Framingham ( 01701 ) Framingham Plaza WB # 9165 ( Gulf ),508-877-8807 I-90 ( MATP ) MM 116 WB,24 S <U+25A1>,Framingham,1701,Framingham Plaza WB # 9165 ( Gulf ),508-877-8807,I-90 ( MATP ) MM 116 WB,2014,Framingham,MA,Gulf,( MATP ) MM 116 WB,I-90,empty,,False,,False
D Framingham ( 01701 ) Framingham Plaza WB # 9165 ( Gulf ),508-877-8807 I-90 ( MATP ) MM 116 WB,24 S,Framingham,1701,Framingham Plaza WB # 9165 ( Gulf ),508-877-8807,I-90 ( MATP ) MM 116 WB,2015,Framingham,MA,Gulf,( MATP ) MM 116 WB,I-90,empty,,False,,False
Framingham ( 01701 ) Framingham Plaza WB # 856 ( Gulf ),508-877-8807 I-90 ( MATP ) MM 116 WB,2.4 S,Framingham,1701,Framingham Plaza WB # 856 ( Gulf ),508-877-8807,I-90 ( MATP ) MM 116 WB,2016,Framingham,MA,Gulf,( MATP ) MM 116 WB,I-90,empty,,False,,False
"Natick , 01760 Natick Plaza EB Exxon",508-653-9457 I-90 ( MATP ) MM 117.6 EB,00 D,Natick,1760,Natick Plaza EB Exxon,508-653-9457,I-90 ( MATP ) MM 117.6 EB,2006,Natick,MA,Exxon,( MATP ) MM 117.6 EB,I-90,empty,,False,,False
"Natick , 01760 Natick Plaza EB Exxon )",6 508-653-9457 I-90 ( MATP ) MM 117.6 EB,HRS 24 S <U+25A1>,Natick,1760,Natick Plaza EB Exxon ),508-653-9457,I-90 ( MATP ) MM 117.6 EB,2007,Natick,MA,Exxon,( MATP ) MM 117.6 EB,I-90,empty,,False,,False
"Natick , 01760 Natick Plaza EB Exxon 24 2",6 508-653-9457 I-90 ( MATP ) MM 117.6 EB 1079,1079 24 2 S,Natick,1760,Natick Plaza EB Exxon 24 2,508-653-9457,I-90 ( MATP ) MM 117.6 EB 1079,2008,Natick,MA,Exxon,( MATP ) MM 117.6 EB 1079,I-90,empty,,False,,False
D Natick ( 01760 ) Natick Plaza EB # 9150 ( Gulf ),508-653-9457 I-90 ( MATP ) MM 117.6 EB,SO,Natick,1760,Natick Plaza EB # 9150 ( Gulf ),508-653-9457,I-90 ( MATP ) MM 117.6 EB,2014,Natick,MA,Gulf,( MATP ) MM 117.6 EB,I-90,empty,,False,,False
Natick ( 01760 ) Natick Plaza EB # 9150 ( Gulf ),6 508-653-9457 I-90 ( MATP ) MM 117.6 EB,124 24 S <U+2610>,Natick,1760,Natick Plaza EB # 9150 ( Gulf ),508-653-9457,I-90 ( MATP ) MM 117.6 EB,2015,Natick,MA,Gulf,( MATP ) MM 117.6 EB,I-90,empty,,False,,False
D Natick ( 01760 ) Natick Plaza EB # 859 ( Gulf ),508-653-9457 I-90 ( MATP ) MM 117.6 EB,24 SO 24 <U+2610>,Natick,1760,Natick Plaza EB # 859 ( Gulf ),508-653-9457,I-90 ( MATP ) MM 117.6 EB,2016,Natick,MA,Gulf,( MATP ) MM 117.6 EB,I-90,empty,,False,,False
"Lowell , 01851 Mahoney Oil",978-453-1581 Lowell Connector Exit 4 ( Plain St NW ),24 HRS S,Lowell,1851,Mahoney Oil,978-453-1581,Lowell Connector Exit 4 ( Plain St NW ),2006,Lowell,MA,,( Plain St NW ),Lowell Connector Exit 4 ,Exit,4,False,,False
"B Lowell , 01851 Mahoney Oil",978-453-1581 Lowell Connector Exit 4 ( Plain St NW ),) HRS 24,Lowell,1851,Mahoney Oil,978-453-1581,Lowell Connector Exit 4 ( Plain St NW ),2007,Lowell,MA,,( Plain St NW ),Lowell Connector Exit 4 ,Exit,4,False,,False
"Lowell , 01851 Mahoney Oil",978-453-1581 Lowell Connector Exit 4 ( Plain St NW ),1025 24 38 <U+2610>,Lowell,1851,Mahoney Oil,978-453-1581,Lowell Connector Exit 4 ( Plain St NW ),2008,Lowell,MA,,( Plain St NW ),Lowell Connector Exit 4 ,Exit,4,False,,False
B Lowell ( 01851 ) Mahoney Oil,6 978-453-1581 Lowell Connector Exit 4 ( Plain St NW ),24 <U+25A1> <U+25A1>,Lowell,1851,Mahoney Oil,978-453-1581,Lowell Connector Exit 4 ( Plain St NW ),2014,Lowell,MA,,( Plain St NW ),Lowell Connector Exit 4 ,Exit,4,False,,False
B Lowell ( 01851 ) Mahoney Oil,6 978-453-1581 Lowell Connector Exit 4 ( Plain St NW ),24 HRS <U+2610> <U+2610>,Lowell,1851,Mahoney Oil,978-453-1581,Lowell Connector Exit 4 ( Plain St NW ),2015,Lowell,MA,,( Plain St NW ),Lowell Connector Exit 4 ,Exit,4,False,,False
B Lowell ( 01851 ) Mahoney Oil,6 978-453-1581 Lowell Connector Exit 4 ( Plain St NW ),24 <U+2610> <U+2610> <U+25A1>,Lowell,1851,Mahoney Oil,978-453-1581,Lowell Connector Exit 4 ( Plain St NW ),2016,Lowell,MA,,( Plain St NW ),Lowell Connector Exit 4 ,Exit,4,False,,False
"Lowell , 01852 USA Petroleum",978-452-8482 I-495 Exit 38 ( Rogers St ),24 HRS <U+2610> 000,Lowell,1852,USA Petroleum,978-452-8482,I-495 Exit 38 ( Rogers St ),2006,Lowell,MA,,( Rogers St ),I-495 Exit 38 ,Exit,38,False,,False
"B Lowell , 01852 USA Petroleum",6 978-452-8482 I-495 Exit 38 ( Rogers St ),000 00,Lowell,1852,USA Petroleum,978-452-8482,I-495 Exit 38 ( Rogers St ),2007,Lowell,MA,,( Rogers St ),I-495 Exit 38 ,Exit,38,False,,False
"Lowell , 01852 USA Petroleum",6 978-452-8482 I-495 Exit 38 ( Rogers St ) <U+2610><U+2610>,<U+2610><U+2610> <U+25A1> <U+25A1> 0,Lowell,1852,USA Petroleum,978-452-8482,I-495 Exit 38 ( Rogers St ) <U+2610><U+2610>,2008,Lowell,MA,,( Rogers St ) <U+2610><U+2610>,I-495 Exit 38 ,Exit,38,False,,False
B Lowell ( 01852 ) USA Petroleum,6 978-452-8482 I-495 Exit 38 ( Rogers St ),<U+2610> D <U+25A1>,Lowell,1852,USA Petroleum,978-452-8482,I-495 Exit 38 ( Rogers St ),2014,Lowell,MA,,( Rogers St ),I-495 Exit 38 ,Exit,38,False,,False
Lowell ( 01852 ) USA Petroleum,6 978-452-8482 I-495 Exit 38 ( Rogers St ),<U+2610>,Lowell,1852,USA Petroleum,978-452-8482,I-495 Exit 38 ( Rogers St ),2015,Lowell,MA,,( Rogers St ),I-495 Exit 38 ,Exit,38,False,,False
Lowell ( 01852 ) USA Petroleum,978-452-8482 I-495 Exit 38 ( Rogers St ),<U+2610> <U+25A1>,Lowell,1852,USA Petroleum,978-452-8482,I-495 Exit 38 ( Rogers St ),2016,Lowell,MA,,( Rogers St ),I-495 Exit 38 ,Exit,38,False,,False
"2 North Billerica , 01862 Sal's Automotive",978-667-6000 299 MA 3 A ( 2 mi E of US 3 Exit 28 ),00 <U+25A1>,North Billerica,1862,Sal's Automotive,978-667-6000,299 MA 3 A ( 2 mi E of US 3 Exit 28 ),2006,North Billerica,MA,,( 2 mi E of US 3 Exit 28 ),299 MA 3 A,Proper,,False,,False
"North Billerica , 01862 Sal's Automotive",978-667-6000 299 MA 3 A ( 2 mi E of US 3 28 ),) 00 0,North Billerica,1862,Sal's Automotive,978-667-6000,299 MA 3 A ( 2 mi E of US 3 28 ),2007,North Billerica,MA,,( 2 mi E of US 3 28 ),299 MA 3 A,Proper,,False,,False
"North Billerica , 01862 Sal's Automotive",6 978-667-6000 299 MA 3 A ( 2 mi E of US 3 Exit 28 ),<U+2610> 10 00 D,North Billerica,1862,Sal's Automotive,978-667-6000,299 MA 3 A ( 2 mi E of US 3 Exit 28 ),2008,North Billerica,MA,,( 2 mi E of US 3 Exit 28 ),299 MA 3 A,Proper,,False,,False
C North Billerica ( 01862 ) Sal's Automotive,978-667-6000 299 MA 3 A ( 2 mi E of US 3 Exit 28 ),) <U+2610> <U+2610> <U+25A1>,North Billerica,1862,Sal's Automotive,978-667-6000,299 MA 3 A ( 2 mi E of US 3 Exit 28 ),2014,North Billerica,MA,,( 2 mi E of US 3 Exit 28 ),299 MA 3 A,Proper,,False,,False
North Billerica ( 01862 ) Sal's Automotive,6 978-667-6000 299 MA 3 A ( 2 mi E of US 3 Exit 28 ),<U+2610>,North Billerica,1862,Sal's Automotive,978-667-6000,299 MA 3 A ( 2 mi E of US 3 Exit 28 ),2015,North Billerica,MA,,( 2 mi E of US 3 Exit 28 ),299 MA 3 A,Proper,,False,,False
North Billerica ( 01862 ) Sal's Automotive,6 978-667-6000 299 MA 3 A ( 2 mi E of US 3 Exit 28 ),<U+2610> <U+2610>,North Billerica,1862,Sal's Automotive,978-667-6000,299 MA 3 A ( 2 mi E of US 3 Exit 28 ),2016,North Billerica,MA,,( 2 mi E of US 3 Exit 28 ),299 MA 3 A,Proper,,False,,False
"Wilmington , 01887 Jimmy's Garage",6 978-657-8092 I-95 Exit 35 ( 1.5 mi N on MA 38 ),- <U+2610> <U+25A1> <U+25A1>,Wilmington,1887,Jimmy's Garage,978-657-8092,I-95 Exit 35 ( 1.5 mi N on MA 38 ),2006,Wilmington,MA,,( 1.5 mi N on MA 38 ),I-95 Exit 35 ,Exit,35,False,,False
"Wilmington , 01887 Jimmy's Gasoline Station",978-657-8092 I-95 Exit 35 ( 1.5 mi N on MA 38 ),<U+2610> <U+2610>,Wilmington,1887,Jimmy's Gasoline Station,978-657-8092,I-95 Exit 35 ( 1.5 mi N on MA 38 ),2007,Wilmington,MA,,( 1.5 mi N on MA 38 ),I-95 Exit 35 ,Exit,35,False,,False
"Wilmington , 01887 Jimmy's Gasoline Station )",6 978-657-8092 I-95 Exit 35 ( 1.5 mi N on MA 38 ),<U+2610> 00,Wilmington,1887,Jimmy's Gasoline Station ),978-657-8092,I-95 Exit 35 ( 1.5 mi N on MA 38 ),2008,Wilmington,MA,,( 1.5 mi N on MA 38 ),I-95 Exit 35 ,Exit,35,False,,False
Wilmington ( 01887 ) Jimmy's Gasoline Station,978-657-8092 945 MA 38 ( 1 mi S of MA 129 ),<U+2610> <U+2610> D D,Wilmington,1887,Jimmy's Gasoline Station,978-657-8092,945 MA 38 ( 1 mi S of MA 129 ),2014,Wilmington,MA,,( 1 mi S of MA 129 ),945 MA 38,Proper,,False,,False
Wilmington ( 01887 ) Jimmy's Gasoline Station,6 978-657-8092 945 MA 38 ( 1 mi S of MA 129 ),<U+2610>,Wilmington,1887,Jimmy's Gasoline Station,978-657-8092,945 MA 38 ( 1 mi S of MA 129 ),2015,Wilmington,MA,,( 1 mi S of MA 129 ),945 MA 38,Proper,,False,,False
Wilmington ( 01887 ) Jimmy's,978-657-8092 945 MA 38 ( 1 mi S of MA 129 ),<U+25A1>,Wilmington,1887,Jimmy's,978-657-8092,945 MA 38 ( 1 mi S of MA 129 ),2016,Wilmington,MA,,( 1 mi S of MA 129 ),945 MA 38,Proper,,False,,False
"Salisbury , 01952 On The Run ( Mobil )",978-462-0655 I-95 Exit 60,,Salisbury,1952,On The Run ( Mobil ),978-462-0655,I-95 Exit 60,2006,Salisbury,MA,Mobil,,I-95 Exit 60,Exit,60,False,,False
"A Salisbury , 01952 On The Run ( Mobil",978-462-0655 I-95 Exit 60 ),24 HRS 00,Salisbury,1952,On The Run ( Mobil,978-462-0655,I-95 Exit 60 ),2007,Salisbury,MA,Mobil,,I-95 Exit 60 ,Exit,60,False,,False
"A Salisbury , 01952 On The Run ( Mobil ) 225",7 978-462-0655 I-95 Exit 60 24,24 225 <U+2610>,Salisbury,1952,On The Run ( Mobil ) 225,978-462-0655,I-95 Exit 60 24,2008,Salisbury,MA,Mobil,,I-95 Exit 60 24,Exit,60,False,,False
A Salisbury ( 01952 ) On The Run ( Mobil ),7 978-462-0655 I-95 Exit 60,24 D D,Salisbury,1952,On The Run ( Mobil ),978-462-0655,I-95 Exit 60,2014,Salisbury,MA,Mobil,,I-95 Exit 60,Exit,60,False,,False
A Salisbury ( 01952 ) On The Run ( Mobil ),7 978-462-0655 I-95 Exit 60,24 D,Salisbury,1952,On The Run ( Mobil ),978-462-0655,I-95 Exit 60,2015,Salisbury,MA,Mobil,,I-95 Exit 60,Exit,60,False,,False
978-535-9870 Salisbury ( 01952 ) Fast Freddie's # 2246 / 44 SB ( Mobil ( US ) 1 N ),7 978-462-0655 I-95 Exit 60,24 D D D,Salisbury,1952,Fast Freddie's # 2246 / 44 SB ( Mobil ( US ) 1 N ),978-462-0655,I-95 Exit 60,2016,Salisbury,MA,Mobil,,I-95 Exit 60,Exit,60,False,,False
"Peabody , 01960 Best Auto / Truck Stop",978-535-9870 I-95 Exit 44 B ( 1/8 mi N on US 1 N ),"24 HRS L <U+2610> <U+25A1> <U+25A1> """,Peabody,1960,Best Auto / Truck Stop,978-535-9870,I-95 Exit 44 B ( 1/8 mi N on US 1 N ),2006,Peabody,MA,,( 1/8 mi N on US 1 N ),I-95 Exit 44 B ,Exit,44,False,,False
"Peabody , 01960 Best Auto / Truck Stop 28 )",978-535-9870 I-95 Exit 44 B ( 1/8 mi N on US 1 N ),Su,Peabody,1960,Best Auto / Truck Stop 28 ),978-535-9870,I-95 Exit 44 B ( 1/8 mi N on US 1 N ),2007,Peabody,MA,,( 1/8 mi N on US 1 N ),I-95 Exit 44 B ,Exit,44,False,,False
"Peabody , 01960 Best Auto / Truck Stop",7 978-535-9870 I-95 Exit 44 B ( 1/8 mi N on US 1 N ),<U+2610> W D,Peabody,1960,Best Auto / Truck Stop,978-535-9870,I-95 Exit 44 B ( 1/8 mi N on US 1 N ),2008,Peabody,MA,,( 1/8 mi N on US 1 N ),I-95 Exit 44 B ,Exit,44,False,,False
Peabody ( 01960 ) J & H Best Auto / Truck Stop,7 978-535-9870 I-95 Exit 44 B NB / 44 SB ( US 1N ),<U+25A1> D M Su <U+25A1> <U+25A1> D <U+25A1>,Peabody,1960,J & H Best Auto / Truck Stop,978-535-9870,I-95 Exit 44 B NB / 44 SB ( US 1N ),2014,Peabody,MA,,( US 1N ),I-95 Exit 44 B NB / 44 SB ,Exit,44,False,,False
C Peabody ( 01960 ) J & H Best Auto / Truck Stop,978-535-9870 I-95 Exit 44 B NB / 44 SB ( US 1 N ),<U+2610> M <U+2610>,Peabody,1960,J & H Best Auto / Truck Stop,978-535-9870,I-95 Exit 44 B NB / 44 SB ( US 1 N ),2015,Peabody,MA,,( US 1 N ),I-95 Exit 44 B NB / 44 SB ,Exit,44,False,,False
Peabody ( 01960 ) J & H Best Auto / Truck Stop,978-535-9870 I-95 Exit 44 B NB / 44 SB ( US 1 N ),24 M <U+25A1>,Peabody,1960,J & H Best Auto / Truck Stop,978-535-9870,I-95 Exit 44 B NB / 44 SB ( US 1 N ),2016,Peabody,MA,,( US 1 N ),I-95 Exit 44 B NB / 44 SB ,Exit,44,False,,False
"Foxboro , 02035 Stadium Citgo",LO 6508-698-5263 US 1 N & North St,24 +8 <U+2610> S <U+2610> <U+2610> O <U+25A1>,Foxboro,2035,Stadium Citgo,508-698-5263,US 1 N & North St,2006,Foxboro,MA,Citgo,,US 1 N & North St,empty,,False,,False
"Foxboro , 02035 Stadium Citgo E )",508-698-5263 US 1 N & North St,,Foxboro,2035,Stadium Citgo E ),508-698-5263,US 1 N & North St,2007,Foxboro,MA,Citgo,,US 1 N & North St,empty,,False,,False
"E Foxboro , 02035 Stadium Citgo",61508-698-5263 US 1 N & North St,<U+2610> <U+25A1>,Foxboro,2035,Stadium Citgo,508-698-5263,US 1 N & North St,2008,Foxboro,MA,Citgo,,US 1 N & North St,empty,,False,,False
E Foxboro ( 02035 ) Stadium Gulf,508-698-5263 US 1 N & North St,<U+2610> <U+2610> D,Foxboro,2035,Stadium Gulf,508-698-5263,US 1 N & North St,2014,Foxboro,MA,Gulf,,US 1 N & North St,empty,,False,,False
Foxboro ( 02035 ) Stadium Gulf,6 508-698-5263 US 1 N & North St,<U+2610>,Foxboro,2035,Stadium Gulf,508-698-5263,US 1 N & North St,2015,Foxboro,MA,Gulf,,US 1 N & North St,empty,,False,,False
Foxboro ( 02035 ) Stadium Gulf,508-698-5263 US 1 N & North St,"<U+2610> "" D",Foxboro,2035,Stadium Gulf,508-698-5263,US 1 N & North St,2016,Foxboro,MA,Gulf,,US 1 N & North St,empty,,False,,False
"Wrentham , 02093 Interstate Travel Plaza ( Mobil )",508-384-9501 I-495 Exit 14 A ( 1/2 mi N on US 1 ),L,Wrentham,2093,Interstate Travel Plaza ( Mobil ),508-384-9501,I-495 Exit 14 A ( 1/2 mi N on US 1 ),2006,Wrentham,MA,Mobil,( 1/2 mi N on US 1 ),I-495 Exit 14 A ,Exit,14,False,,False
"Wrentham , 02093 Interstate Travel Plaza ( Mobil )",508-384-9501 I-495 Exit 14 A ( 1/2 mi N on US 1 ),-,Wrentham,2093,Interstate Travel Plaza ( Mobil ),508-384-9501,I-495 Exit 14 A ( 1/2 mi N on US 1 ),2007,Wrentham,MA,Mobil,( 1/2 mi N on US 1 ),I-495 Exit 14 A ,Exit,14,False,,False
"Wrentham , 02093 Interstate Travel Plaza",61508-384-9501 I-495 Exit 14 A ( 1/2 mi N on US 1 ),S,Wrentham,2093,Interstate Travel Plaza,508-384-9501,I-495 Exit 14 A ( 1/2 mi N on US 1 ),2008,Wrentham,MA,,( 1/2 mi N on US 1 ),I-495 Exit 14 A ,Exit,14,False,,False
E Wrentham ( 02093 ) Interstate Travel Plaza ( Mobil ),6 508-384-9501 I-495 Exit 14 A ( 1/2 mi N on US 1 ),<U+2610>,Wrentham,2093,Interstate Travel Plaza ( Mobil ),508-384-9501,I-495 Exit 14 A ( 1/2 mi N on US 1 ),2014,Wrentham,MA,Mobil,( 1/2 mi N on US 1 ),I-495 Exit 14 A ,Exit,14,False,,False
Wrentham ( 02093 ) Interstate Travel Plaza ( Shell ),508-384-9501 I-495 Exit 14 A ( 1/2 mi N on US 1 ),<U+2610> A,Wrentham,2093,Interstate Travel Plaza ( Shell ),508-384-9501,I-495 Exit 14 A ( 1/2 mi N on US 1 ),2015,Wrentham,MA,Shell,( 1/2 mi N on US 1 ),I-495 Exit 14 A ,Exit,14,False,,False
Wrentham ( 02093 ) Interstate Travel Plaza ( Shell ),508-384-9501 I-495 Exit 14 A ( 1/2 mi N on US 1 ),{ D,Wrentham,2093,Interstate Travel Plaza ( Shell ),508-384-9501,I-495 Exit 14 A ( 1/2 mi N on US 1 ),2016,Wrentham,MA,Shell,( 1/2 mi N on US 1 ),I-495 Exit 14 A ,Exit,14,False,,False
"Chelsea , 02150 Dennis K Burke Truck Stop ( Irving )",617-889-6711 410 Beecham St,HRS HRS 24 XL 42,Chelsea,2150,Dennis K Burke Truck Stop ( Irving ),617-889-6711,410 Beecham St,2006,Chelsea,MA,Irving,,410 Beecham St,Proper,,False,,False
"Chelsea , 02150 Dennis K Burke Truck",617-889-6711 410 Beecham St Stop ( Irving ),24 HRS,Chelsea,2150,Dennis K Burke Truck,617-889-6711,410 Beecham St Stop ( Irving ),2007,Chelsea,MA,,( Irving ),410 Beecham St Stop,Proper,,False,,False
"Chelsea , 02150 Dennis K Burke Truck Stop (",617-889-6711 410 Beecham St Irving ),24 [ ],Chelsea,2150,Dennis K Burke Truck Stop (,617-889-6711,410 Beecham St Irving ),2008,Chelsea,MA,,,410 Beecham St Irving ,Proper,,False,,False
Chelsea ( 02150 ) Dennis K Burke ( Irving ),617-889-6711 410 Beacham St,24 m <U+2610> <U+25A1> D,Chelsea,2150,Dennis K Burke ( Irving ),617-889-6711,410 Beacham St,2014,Chelsea,MA,Irving,,410 Beacham St,Proper,,False,,False
Chelsea ( 02150 ) Dennis K Burke ( Irving ),617-889-6711 410 Beacham St,24 1610 <U+2610>,Chelsea,2150,Dennis K Burke ( Irving ),617-889-6711,410 Beacham St,2015,Chelsea,MA,Irving,,410 Beacham St,Proper,,False,,False
Chelsea ( 02150 ) Dennis K Burke ( Irving ),617-889-6711 410 Beacham St,24 <U+2610> <U+25A1> O,Chelsea,2150,Dennis K Burke ( Irving ),617-889-6711,410 Beacham St,2016,Chelsea,MA,Irving,,410 Beacham St,Proper,,False,,False
"Medford , 02155 Mr C's Truck Stop ( Exxon / Mobil )",781-391-4715 I-93 Exit 29 NB / 30 SB ( 403 Mystic Ave ),) HRS 24 S 0,Medford,2155,Mr C's Truck Stop ( Exxon / Mobil ),781-391-4715,I-93 Exit 29 NB / 30 SB ( 403 Mystic Ave ),2006,Medford,MA,Exxon,( 403 Mystic Ave ),I-93 Exit 29 NB / 30 SB ,Exit,29,False,,False
"C Medford , 02155 Mr C's Truck Stop",6 781-391-4715 I-93 Exit 29 NB / 30 SB ( 403,) <U+2610> 000,Medford,2155,Mr C's Truck Stop,781-391-4715,I-93 Exit 29 NB / 30 SB ( 403,2007,Medford,MA,,( 403,I-93 Exit 29 NB / 30 SB ,Exit,29,False,,False
"Medford , 02155 Mr C's Truck Stop <U+2610>",781-391-4715 I-93 Exit 29 NB / 30 SB ( 403 Mystic Ave ),<U+2610> <U+25A1> 00,Medford,2155,Mr C's Truck Stop <U+2610>,781-391-4715,I-93 Exit 29 NB / 30 SB ( 403 Mystic Ave ),2008,Medford,MA,,( 403 Mystic Ave ),I-93 Exit 29 NB / 30 SB ,Exit,29,False,,False
